,adult,genre_ids,id,original_language,original_title,popularity,release_date,title,video,vote_average,vote_count
1756,False,"['Action', 'Comedy', 'Mystery']",333663,en,War on Everyone,7.716,2016-03-12,War on Everyone,False,5.8,218
1757,False,"['Comedy', 'Horror']",179538,es,Las brujas de Zugarramurdi,6.232,2013-09-20,Witching & Bitching,False,6.3,325
1758,False,"['Adventure', 'Drama', 'Action', 'History', 'Thriller']",16436,de,Nordwand,5.252,2008-10-23,North Face,False,7.4,136
1759,False,"['Comedy', 'Crime', 'Music', 'Mystery', 'Thriller']",1958,fr,8 femmes,11.423,2002-09-20,8 Women,False,7.0,438
1760,False,"['Comedy', 'Romance', 'Drama']",4942,en,Leatherheads,5.639,2008-03-24,Leatherheads,False,5.7,236
1761,False,"['Action', 'Crime', 'Thriller']",618019,en,Awake,5.51,2019-08-16,Awake,False,5.0,16
1762,False,"['Drama', 'History']",14534,en,Rudy,7.586,1993-10-13,Rudy,False,7.4,287
1763,False,['Drama'],228194,en,The Hundred-Foot Journey,5.725,2014-08-08,The Hundred-Foot Journey,False,7.3,821
1764,False,"['Horror', 'Mystery']",22137,da,Riget,6.779,1994-11-24,The Kingdom,False,7.8,112
1765,False,"['Adventure', 'Drama', 'History']",12311,en,Mutiny on the Bounty,6.574,1935-11-08,Mutiny on the Bounty,False,7.4,120
1766,False,"['Drama', 'Comedy']",84355,en,Your Sister's Sister,6.716,2012-06-14,Your Sister's Sister,False,6.6,193
1767,False,['Drama'],833,it,Umberto D.,6.279,1952-11-07,Umberto D.,False,8.2,228
1768,False,"['Animation', 'Science Fiction']",55931,en,The Animatrix,9.438,2003-06-03,The Animatrix,False,7.0,723
1769,False,['Comedy'],28597,en,Problem Child 2,6.948,1991-07-03,Problem Child 2,False,5.3,230
1770,False,"['Animation', 'Drama', 'Family']",20722,ja,つみきのいえ,5.714,2009-02-14,La Maison en Petits Cubes,False,7.9,254
1771,False,"['Comedy', 'Drama', 'Romance']",8079,hi,ओम शांति ओम,9.551,2007-11-07,Om Shanti Om,False,7.1,156
1772,False,['Crime'],19457,en,The Yards,7.137,2000-04-27,The Yards,False,6.2,183
1773,False,"['Comedy', 'Fantasy', 'Family']",10379,en,Drop Dead Fred,7.423,1991-04-19,Drop Dead Fred,False,6.1,175
1774,False,"['Comedy', 'Romance']",918,en,Blind Date,7.428,1987-03-27,Blind Date,False,5.8,219
1775,False,"['Mystery', 'Thriller']",11462,en,Suspicion,8.324,1941-11-14,Suspicion,False,7.3,267
1776,False,['Comedy'],11302,en,Bananas,7.035,1971-04-28,Bananas,False,6.7,340
1777,False,"['Family', 'Fantasy', 'Science Fiction']",16523,en,Where the Wild Things Are,6.295,2009-10-16,Where the Wild Things Are,False,6.4,1008
1778,False,"['Drama', 'Fantasy', 'Romance']",24420,en,The Time Traveler's Wife,8.114,2009-08-14,The Time Traveler's Wife,False,6.9,1436
1779,False,['Drama'],414425,en,Mudbound,11.67,2017-11-17,Mudbound,False,7.6,624
1780,False,"['Comedy', 'Drama', 'Romance']",320588,en,"Hello, My Name Is Doris",6.724,2016-03-11,"Hello, My Name Is Doris",False,6.3,274
1781,False,"['Action', 'Fantasy', 'Science Fiction', 'Adventure', 'Thriller']",11649,en,Masters of the Universe,5.86,1987-08-07,Masters of the Universe,False,5.1,346
1782,False,"['Drama', 'Music', 'Mystery', 'Romance']",15392,en,Crossroads,5.647,1986-03-14,Crossroads,False,7.0,148
1783,False,"['Comedy', 'Drama']",342,de,Sommersturm,8.412,2004-09-02,Summer Storm,False,6.9,104
1784,False,"['Horror', 'Thriller']",10069,en,Stay Alive,9.925,2006-03-24,Stay Alive,False,5.4,324
1785,False,"['Action', 'Adventure', 'Drama', 'History']",314095,en,The Lost City of Z,12.428,2017-04-21,The Lost City of Z,False,6.2,1469
1786,False,"['Drama', 'Mystery', 'Romance']",1414,es,Los Amantes del Círculo Polar,7.087,1998-09-04,Lovers of the Arctic Circle,False,7.3,93
1787,False,"['Comedy', 'Drama']",469,en,Stranger Than Paradise,7.897,1984-10-01,Stranger Than Paradise,False,7.3,212
1788,False,"['Drama', 'Horror', 'Thriller']",12720,ja,自殺サークル,6.761,2002-01-01,Suicide Club,False,6.5,204
1789,False,"['Adventure', 'Drama', 'Romance']",274109,es,Palmeras en la nieve,8.691,2016-03-01,Palm Trees in the Snow,False,7.5,256
1790,False,['Drama'],11023,en,Thirteen,7.325,2003-08-20,Thirteen,False,6.4,802
1791,False,"['Comedy', 'Music', 'Romance']",17281,en,Gigi,5.748,1958-05-15,Gigi,False,6.4,128
1792,False,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",11058,en,Godsend,8.125,2004-04-30,Godsend,False,4.8,224
1793,False,['Comedy'],369560,en,Drunk Parents,9.686,2019-04-19,Drunk Parents,False,4.8,56
1794,False,"['Action', 'Crime']",534490,en,Avengement,10.754,2019-05-24,Avengement,False,6.2,51
1795,False,"['Drama', 'Romance', 'War']",31439,zh,活着,7.044,1994-09-30,To Live,False,7.9,97
1796,False,"['Crime', 'Drama', 'Mystery', 'Thriller']",8197,en,Midnight in the Garden of Good and Evil,7.648,1997-11-21,Midnight in the Garden of Good and Evil,False,6.4,288
1797,False,"['Horror', 'Science Fiction', 'Action', 'Fantasy', 'Drama']",340382,ja,進撃の巨人 ATTACK ON TITAN エンド オブ ザ ワールド,8.435,2015-09-01,Attack on Titan II: End of the World,False,4.9,106
1798,False,"['Animation', 'Drama', 'Thriller']",72478,pl,Sala samobójców,6.214,2011-03-13,Suicide Room,False,7.6,252
1799,False,"['Crime', 'Drama', 'History', 'Thriller', 'TV Movie']",363992,en,The Wizard of Lies,7.758,2017-05-20,The Wizard of Lies,False,6.5,277
1800,False,"['Comedy', 'Drama', 'Family']",404378,en,A Street Cat Named Bob,8.712,2016-11-18,A Street Cat Named Bob,False,7.5,526
1801,False,['Comedy'],205724,en,Welcome to the Jungle,7.003,2013-04-27,Welcome to the Jungle,False,4.9,220
1802,False,"['Drama', 'Romance']",132344,en,Before Midnight,8.321,2013-06-14,Before Midnight,False,7.4,1098
1803,False,"['Crime', 'Thriller', 'Drama']",146238,en,Runner Runner,8.205,2013-10-02,Runner Runner,False,5.6,786
1804,False,"['Comedy', 'Romance']",7942,en,Run Fatboy Run,8.953,2007-10-10,"Run, Fatboy, Run",False,6.2,381
1805,False,['Comedy'],12121,en,Made in America,6.321,1993-05-27,Made in America,False,5.4,155
1806,False,"['Science Fiction', 'Action', 'Horror']",9711,en,Species III,11.174,2004-11-26,Species III,False,4.5,152
1807,False,['Drama'],10637,en,Remember the Titans,8.752,2000-09-29,Remember the Titans,False,7.6,1378
1808,False,"['Comedy', 'Romance']",465365,ja,兄に愛されすぎて困ってます,3.686,2017-06-30,My Brother Loves Me Too Much,False,7.3,11
1809,False,"['Crime', 'Drama', 'Mystery', 'Thriller']",11468,en,The Salton Sea,8.085,2002-02-02,The Salton Sea,False,6.8,172
1810,False,"['Comedy', 'Crime']",11485,en,Take the Money and Run,5.997,1969-08-18,Take the Money and Run,False,7.2,368
1811,False,"['Comedy', 'Horror']",3053,en,The Fearless Vampire Killers,7.64,1967-02-01,The Fearless Vampire Killers,False,7.0,281
1812,False,['Comedy'],15596,en,Back to School,8.009,1986-06-13,Back to School,False,6.4,199
1813,False,"['Horror', 'Mystery']",10972,en,Session 9,10.397,2001-08-10,Session 9,False,6.2,437
1814,False,"['Horror', 'Science Fiction', 'Thriller']",10163,en,The Lawnmower Man,8.139,1992-03-05,The Lawnmower Man,False,5.5,343
1815,False,['Drama'],10868,en,The Accused,7.909,1988-10-14,The Accused,False,7.1,251
1816,False,"['Drama', 'Music']",429202,en,Vox Lux,10.731,2018-12-07,Vox Lux,False,6.0,135
1817,False,"['Horror', 'Thriller']",299245,en,The Gallows,8.71,2015-07-10,The Gallows,False,4.8,617
1818,False,"['Romance', 'Comedy']",12657,en,Soul Plane,7.936,2004-05-28,Soul Plane,False,4.8,186
1819,False,"['Thriller', 'Crime', 'Drama']",109421,en,Side Effects,10.253,2013-02-08,Side Effects,False,6.5,1941
1820,False,"['Comedy', 'Drama', 'History']",140823,en,Saving Mr. Banks,7.926,2013-12-20,Saving Mr. Banks,False,7.4,2118
1821,False,"['Comedy', 'Drama']",11354,en,The Upside of Anger,5.96,2005-01-23,The Upside of Anger,False,6.3,119
1822,False,"['Comedy', 'Drama']",36208,en,A Dog's Life,7.114,1918-04-14,A Dog's Life,False,7.4,123
1823,False,"['Drama', 'Thriller']",9652,it,Professione: reporter,5.7,1975-04-09,The Passenger,False,7.3,186
1824,False,['Drama'],9701,en,North Country,6.995,2005-09-12,North Country,False,7.0,266
1825,False,['Drama'],236751,en,Heaven is for Real,6.917,2014-04-16,Heaven is for Real,False,6.3,382
1826,False,"['Animation', 'Comedy', 'Family', 'Adventure']",382517,en,Open Season: Scared Silly,10.834,2016-03-08,Open Season: Scared Silly,False,5.6,137
1827,False,"['Horror', 'Mystery', 'Thriller']",3597,en,I Know What You Did Last Summer,9.009,1997-10-17,I Know What You Did Last Summer,False,5.8,1416
1828,False,"['Action', 'Crime', 'Drama', 'Thriller']",6723,en,The Rookie,8.658,1990-12-06,The Rookie,False,5.8,243
1829,False,"['Comedy', 'Romance']",14536,en,New in Town,9.086,2009-01-30,New in Town,False,5.6,223
1830,False,"['Comedy', 'Family']",11630,en,3 Men and a Little Lady,7.245,1990-11-21,3 Men and a Little Lady,False,5.4,244
1831,False,['Comedy'],10152,en,Dumb and Dumberer: When Harry Met Lloyd,9.435,2003-06-13,Dumb and Dumberer: When Harry Met Lloyd,False,4.1,425
1832,False,"['Action', 'Comedy', 'Horror', 'Science Fiction']",9964,en,Bad Taste,6.995,1989-06-01,Bad Taste,False,6.5,375
1833,False,"['Comedy', 'Romance']",240697,en,Hollywood Sex Fantasy,6.719,2001-01-01,Hollywood Sex Fantasy,False,3.5,5
1834,False,"['Comedy', 'Crime', 'Drama', 'Thriller']",520016,en,Driven,12.601,2019-08-16,Driven,False,6.3,19
1835,False,"['Adventure', 'Action', 'Drama']",23759,en,Centurion,7.15,2010-02-15,Centurion,False,6.1,711
1836,False,"['Crime', 'Drama']",33909,en,Wall Street: Money Never Sleeps,9.842,2010-09-20,Wall Street: Money Never Sleeps,False,6.0,826
1837,False,"['Action', 'Adventure', 'Comedy', 'Crime']",11576,en,"It's a Mad, Mad, Mad, Mad World",8.034,1963-11-07,"It's a Mad, Mad, Mad, Mad World",False,7.2,267
1838,False,"['History', 'Drama', 'Comedy']",33583,it,Il Decameron,7.27,1971-08-25,The Decameron,False,7.1,120
1839,False,"['History', 'Drama']",245700,en,Mr. Turner,5.293,2014-12-19,Mr. Turner,False,6.5,306
1840,False,"['Comedy', 'Romance']",174316,en,A Case of You,7.403,2013-11-06,A Case of You,False,5.6,182
1841,False,"['Action', 'Mystery', 'Thriller']",241848,en,The Guest,7.416,2014-09-17,The Guest,False,6.5,1002
1842,False,['Western'],13909,en,She Wore a Yellow Ribbon,8.396,1949-10-22,She Wore a Yellow Ribbon,False,6.9,131
1843,False,"['Action', 'Adventure', 'Drama']",11210,en,Robinson Crusoe,8.461,2001-05-12,Robinson Crusoe,False,5.8,99
1844,False,"['Comedy', 'Science Fiction']",385317,en,Hot Bot,6.122,2016-03-01,Hot Bot,False,4.0,109
1845,False,"['Comedy', 'Drama']",1548,en,Ghost World,5.996,2001-07-20,Ghost World,False,7.2,728
1846,False,"['Fantasy', 'Drama', 'Thriller']",23488,en,Dorian Gray,5.995,2009-09-09,Dorian Gray,False,5.9,1250
1847,False,"['Thriller', 'Action']",335788,fr,Renegades,8.955,2018-12-21,Renegades,False,5.7,182
1848,False,"['Drama', 'Fantasy']",2323,en,Field of Dreams,9.082,1989-04-21,Field of Dreams,False,7.2,704
1849,False,"['Animation', 'Family']",13042,en,Presto,6.573,2008-06-26,Presto,False,7.9,567
1850,False,"['Drama', 'War']",390054,en,Sand Castle,6.454,2017-04-21,Sand Castle,False,6.4,363
1851,False,"['Animation', 'Comedy', 'Family']",413644,en,The Son of Bigfoot,9.87,2017-07-27,The Son of Bigfoot,False,6.5,175
1852,False,['Animation'],150213,ja,キュレムVS聖剣士ケルディオ,6.906,2012-11-08,Pokémon the Movie: Kyurem vs. the Sword of Justice,False,5.9,73
1853,False,"['Drama', 'Thriller']",337674,fr,Elle,8.123,2016-09-25,Elle,False,6.7,1046
1854,False,"['Crime', 'Drama', 'Mystery']",10337,en,Bugsy,8.019,1991-12-10,Bugsy,False,6.4,154
1855,False,"['Thriller', 'Mystery', 'Crime']",196024,da,Kvinden i buret,8.615,2016-06-17,The Keeper of Lost Causes,False,7.2,330
1856,False,"['TV Movie', 'Animation', 'Family', 'Comedy', 'Fantasy']",13350,en,Scooby-Doo and the Ghoul School,7.032,1988-01-16,Scooby-Doo and the Ghoul School,False,6.7,100
1857,False,"['Comedy', 'Music', 'Romance']",13368,en,White Christmas,8.02,1954-10-14,White Christmas,False,7.4,222
1858,False,"['Drama', 'Romance']",631,en,Sunrise: A Song of Two Humans,9.295,1927-11-04,Sunrise: A Song of Two Humans,False,8.0,329
1859,False,"['Drama', 'History']",22954,en,Invictus,8.464,2009-12-11,Invictus,False,7.2,2237
1860,False,"['Action', 'Adventure', 'Crime', 'Thriller']",8987,en,The River Wild,6.781,1994-09-30,The River Wild,False,6.4,423
1861,False,"['Drama', 'Romance']",311291,en,45 Years,7.594,2015-12-23,45 Years,False,6.5,436
1862,False,"['Fantasy', 'Romance']",128246,ko,늑대소년,6.838,2012-10-31,A Werewolf Boy,False,7.8,116
1863,False,"['Animation', 'Crime', 'Thriller']",20677,ja,名探偵コナン 瞳の中の暗殺者,7.481,2000-04-22,Detective Conan: Captured in Her Eyes,False,7.6,67
1864,False,"['Comedy', 'Music']",12535,en,High Anxiety,7.856,1977-12-25,High Anxiety,False,6.5,149
1865,False,['Drama'],254302,en,High-Rise,6.762,2016-04-28,High-Rise,False,5.5,633
1866,False,"['Comedy', 'Romance', 'Drama']",14846,en,Little Black Book,5.421,2004-08-06,Little Black Book,False,5.3,215
1867,False,"['War', 'Comedy', 'Music']",3063,en,Duck Soup,8.53,1933-11-17,Duck Soup,False,7.5,344
1868,False,"['Action', 'Science Fiction', 'Thriller']",426865,en,UFO,7.385,2018-09-04,UFO,False,6.2,124
1869,False,['Comedy'],19794,en,Labor Pains,7.997,2009-07-19,Labor Pains,False,5.3,240
1870,False,"['Drama', 'Horror', 'Thriller']",457955,fr,La nuit a dévoré le monde,9.629,2018-07-13,The Night Eats the World,False,5.8,196
1871,False,"['Comedy', 'Romance']",63492,en,What's Your Number?,6.329,2011-09-30,What's Your Number?,False,6.4,1336
1872,False,"['Comedy', 'Drama']",587301,fr,La Vie scolaire,12.099,2019-08-28,La Vie scolaire,False,8.0,74
1873,False,"['Comedy', 'Romance']",6949,en,"What's Up, Doc?",5.743,1972-03-09,"What's Up, Doc?",False,7.3,124
1874,False,"['Action', 'Comedy']",382597,fr,Raid Dingue,8.827,2017-02-01,R.A.I.D. Special Unit,False,5.9,583
1875,False,"['Science Fiction', 'Thriller']",411143,en,Tau,10.21,2018-06-29,Tau,False,6.2,652
1876,False,"['Animation', 'Family', 'TV Movie', 'Comedy']",77887,en,Hawaiian Vacation,8.537,2011-06-24,Hawaiian Vacation,False,6.8,293
1877,False,"['Action', 'Crime', 'Drama', 'Thriller']",877,en,Scarface,6.814,1932-04-09,Scarface,False,7.6,192
1878,False,"['Comedy', 'Music', 'Romance']",9768,en,Cry-Baby,9.161,1990-04-05,Cry-Baby,False,6.4,772
1879,False,"['Comedy', 'Romance']",32856,en,Valentine's Day,9.674,2010-02-11,Valentine's Day,False,5.8,1982
1880,False,"['Action', 'Science Fiction']",621914,en,Arctic Apocalypse,6.335,2019-09-03,Arctic Apocalypse,False,10.0,1
1881,False,"['Drama', 'Romance']",1360,en,Frida,8.899,2002-08-29,Frida,False,7.5,1014
1882,False,['Thriller'],180948,en,Vehicle 19,5.974,2013-06-14,Vehicle 19,False,5.2,313
1883,False,"['Crime', 'Drama', 'Mystery', 'Thriller']",12493,ja,天国と地獄,8.674,1963-11-26,High and Low,False,8.3,236
1884,False,"['Crime', 'Drama', 'Horror', 'Thriller']",14397,en,Whisper,7.496,2007-11-27,Whisper,False,6.3,111
1885,False,"['Drama', 'Comedy']",39356,en,Boy,7.685,2012-03-02,Boy,False,7.5,155
1886,False,"['Action', 'Drama']",11443,en,Dead Presidents,6.644,1995-10-06,Dead Presidents,False,6.6,125
1887,False,"['Horror', 'Comedy', 'Fantasy']",287903,en,Krampus,7.744,2015-12-04,Krampus,False,6.0,1094
1888,False,['Comedy'],232672,en,Blended,7.689,2014-05-23,Blended,False,6.7,1794
1889,False,"['Action', 'Horror', 'Science Fiction', 'Thriller']",12476,en,The Hidden,7.49,1987-10-30,The Hidden,False,6.8,152
1890,False,['Comedy'],16406,en,Dick,8.744,1999-08-04,Dick,False,5.8,134
1891,False,['Comedy'],13166,en,Freddy Got Fingered,8.181,2001-04-19,Freddy Got Fingered,False,4.5,204
1892,False,"['Drama', 'Comedy']",1633,en,Fried Green Tomatoes,8.21,1991-12-27,Fried Green Tomatoes,False,7.7,656
1893,False,"['Thriller', 'Romance']",11498,en,Dead Again,7.392,1991-08-23,Dead Again,False,6.5,164
1894,False,"['Drama', 'Western']",3110,en,Shane,7.856,1953-04-23,Shane,False,7.4,274
1895,False,"['Drama', 'Comedy', 'Romance']",11807,hi,जब वी मेट,7.321,2007-10-26,Jab We Met,False,7.4,122
1896,False,"['Comedy', 'Romance', 'Drama']",20178,en,World's Greatest Dad,6.808,2009-08-20,World's Greatest Dad,False,6.6,299
1897,False,"['Comedy', 'Romance']",13401,en,The Accidental Husband,7.396,2009-08-25,The Accidental Husband,False,5.5,328
1898,False,"['Comedy', 'Drama', 'Romance']",76494,en,What to Expect When You're Expecting,17.847,2012-05-18,What to Expect When You're Expecting,False,6.0,1195
1899,False,"['Adventure', 'Comedy', 'Drama']",421,en,The Life Aquatic with Steve Zissou,8.432,2004-12-10,The Life Aquatic with Steve Zissou,False,7.2,1405
1900,False,"['Drama', 'Romance']",11162,en,The Merchant of Venice,6.869,2004-12-29,The Merchant of Venice,False,6.8,296
1901,False,['Comedy'],40264,en,Vampires Suck,6.934,2010-08-18,Vampires Suck,False,4.1,701
1902,False,"['Thriller', 'Drama']",157825,en,White Bird in a Blizzard,6.076,2014-09-25,White Bird in a Blizzard,False,6.2,498
1903,False,"['Drama', 'Romance']",23169,en,Remember Me,9.611,2010-03-12,Remember Me,False,7.0,2206
1904,False,"['Adventure', 'Family']",10372,en,Ewoks: The Battle for Endor,9.205,1985-11-24,Ewoks: The Battle for Endor,False,5.2,93
1905,False,"['Crime', 'Drama']",11109,en,Vera Drake,6.394,2004-10-22,Vera Drake,False,7.2,145
1906,False,"['Romance', 'Comedy', 'Drama', 'Horror']",10288,en,Fido,8.906,2007-06-15,Fido,False,6.6,222
1907,False,"['Drama', 'Thriller']",13321,en,Lifeboat,6.318,1944-01-11,Lifeboat,False,7.5,196
1908,False,"['Action', 'Thriller']",11474,en,The Warriors,8.967,1979-02-09,The Warriors,False,7.6,887
1909,False,"['Horror', 'Mystery', 'Thriller']",36599,en,Prom Night,7.854,1980-07-18,Prom Night,False,5.7,149
1910,False,"['Drama', 'Comedy', 'History', 'Family']",52850,en,Toast,7.07,2011-09-23,Toast,False,6.6,120
1911,False,"['Drama', 'History', 'Thriller', 'Romance']",423612,de,Werk ohne Autor,9.4,2018-10-03,Never Look Away,False,8.2,119
1912,False,"['Drama', 'Romance']",152599,en,The Immigrant,6.912,2013-10-06,The Immigrant,False,6.2,455
1913,False,"['Action', 'Animation', 'History']",13980,ja,ストレンヂア -無皇刃譚-,6.757,2009-02-05,Sword of the Stranger,False,7.6,142
1914,False,"['Drama', 'Comedy', 'Thriller', 'Mystery']",10699,en,Hero,8.966,1992-10-02,Hero,False,6.3,204
1915,False,"['Action', 'Adventure', 'Comedy', 'Thriller']",10723,en,Bulletproof,7.292,1996-09-06,Bulletproof,False,5.5,260
1916,False,"['Music', 'Documentary', 'Drama']",13576,en,This Is It,7.896,2009-10-28,This Is It,False,6.9,473
1917,False,"['Mystery', 'Thriller', 'Crime']",11456,en,Domestic Disturbance,5.63,2001-10-30,Domestic Disturbance,False,5.6,196
1918,False,"['Comedy', 'Drama', 'Romance']",343,en,Harold and Maude,7.741,1971-12-20,Harold and Maude,False,7.7,485
1919,False,"['Comedy', 'Drama']",24795,en,Angels in the Outfield,7.204,1994-07-15,Angels in the Outfield,False,5.9,219
1920,False,"['Comedy', 'Horror']",437739,fr,Le Manoir,6.24,2017-06-21,The Mansion,False,5.1,242
1921,False,['Comedy'],428081,de,High Society,7.566,2017-09-14,High Society,False,6.6,67
1922,False,"['Romance', 'Comedy']",11648,en,Must Love Dogs,7.505,2005-07-21,Must Love Dogs,False,5.9,261
1923,False,"['Comedy', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",9707,en,Bubba Ho-tep,6.704,2002-06-09,Bubba Ho-tep,False,6.7,300
1924,False,['Drama'],3116,en,Midnight Cowboy,11.392,1969-07-30,Midnight Cowboy,False,7.5,569
1925,False,"['Animation', 'Family']",86130,en,Pixie Hollow Games,11.221,2011-11-19,Pixie Hollow Games,False,6.4,142
1926,False,"['Animation', 'Music', 'Family']",46929,en,Fun & Fancy Free,7.827,1947-09-27,Fun & Fancy Free,False,6.1,148
1927,False,"['Drama', 'Romance']",11490,fr,L'enfant,6.993,2005-09-03,The Child,False,7.2,105
1928,False,"['Drama', 'Mystery', 'Thriller', 'Romance', 'War']",10491,en,Enigma,5.854,2001-01-22,Enigma,False,6.4,125
1929,False,"['Action', 'Comedy', 'Crime']",27581,en,The Other Guys,8.388,2010-08-06,The Other Guys,False,6.2,2298
1930,False,"['Comedy', 'Drama', 'Romance']",38031,en,You Will Meet a Tall Dark Stranger,7.358,2010-05-23,You Will Meet a Tall Dark Stranger,False,5.8,447
1931,False,"['Comedy', 'Drama', 'Romance']",7303,en,Maid in Manhattan,9.314,2002-12-13,Maid in Manhattan,False,5.8,1044
