,adult,genre_ids,id,original_language,original_title,popularity,release_date,title,video,vote_average,vote_count
532,False,"['Crime', 'Thriller']",512412,en,Backtrace,8.517,2018-12-14,Backtrace,False,5.5,57
533,False,"['Crime', 'Drama', 'Romance']",465914,en,If Beale Street Could Talk,12.087,2018-12-14,If Beale Street Could Talk,False,7.1,470
534,False,"['Drama', 'History', 'War', 'Thriller', 'Mystery']",8665,en,K-19: The Widowmaker,11.626,2002-07-19,K-19: The Widowmaker,False,6.4,478
535,False,"['Animation', 'Family']",9444,en,Anastasia,12.996,1997-11-21,Anastasia,False,7.6,3282
536,False,"['Animation', 'Drama', 'Science Fiction']",18491,ja,新世紀エヴァンゲリオン劇場版 THE END OF EVANGELION,12.801,1997-07-19,Neon Genesis Evangelion: The End of Evangelion,False,8.4,391
537,False,"['Drama', 'Adventure', 'Romance', 'Thriller']",1907,en,The Beach,9.854,2000-02-11,The Beach,False,6.4,2462
538,False,"['Drama', 'History', 'Thriller']",97630,en,Zero Dark Thirty,13.159,2012-12-19,Zero Dark Thirty,False,6.9,2644
539,False,['Horror'],571,en,The Birds,9.743,1963-03-28,The Birds,False,7.5,1987
540,False,"['Drama', 'Thriller']",68734,en,Argo,13.257,2012-10-12,Argo,False,7.2,5281
541,False,"['Action', 'Comedy', 'Romance']",10859,en,Stakeout,8.435,1987-08-05,Stakeout,False,6.5,178
542,False,"['Drama', 'Romance']",250734,en,Far from the Madding Crowd,11.209,2015-05-01,Far from the Madding Crowd,False,7.0,604
543,False,"['Comedy', 'Family', 'Adventure', 'Fantasy', 'Romance']",11451,en,Herbie Fully Loaded,10.087,2005-06-22,Herbie Fully Loaded,False,5.3,1254
544,False,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",13811,en,Knowing,12.578,2009-03-20,Knowing,False,6.0,2864
545,False,"['Adventure', 'Animation', 'Drama', 'Family', 'Music', 'Comedy']",9837,en,The Prince of Egypt,11.701,1998-12-15,The Prince of Egypt,False,7.1,2040
546,False,['Romance'],582681,th,ระวัง..สิ้นสุดทางเพื่อน,10.867,2019-02-14,Friend Zone,False,8.6,9
547,False,['Comedy'],100042,en,Dumb and Dumber To,14.2,2014-11-14,Dumb and Dumber To,False,5.5,1927
548,False,"['Action', 'Drama', 'Thriller']",117251,en,White House Down,13.369,2013-06-28,White House Down,False,6.4,2921
549,False,"['Drama', 'Horror', 'Thriller']",9009,en,Dark Water,9.079,2005-07-08,Dark Water,False,5.4,501
550,False,"['Family', 'Comedy']",12139,en,Dennis the Menace,7.509,1993-06-23,Dennis the Menace,False,5.6,690
551,False,"['Adventure', 'Animation', 'Comedy', 'Romance', 'Family']",15789,en,A Goofy Movie,9.935,1995-04-07,A Goofy Movie,False,6.9,873
552,False,"['Action', 'Crime', 'Thriller']",430040,en,The Hurricane Heist,11.52,2018-03-09,The Hurricane Heist,False,5.5,528
553,False,"['Comedy', 'Horror']",19994,en,Jennifer's Body,11.187,2009-09-18,Jennifer's Body,False,5.4,1757
554,False,"['Comedy', 'Family']",11674,en,101 Dalmatians,11.195,1996-11-17,101 Dalmatians,False,5.8,1776
555,False,"['Action', 'Adventure', 'Drama']",253412,en,Everest,9.819,2015-09-18,Everest,False,6.8,2989
556,False,['Drama'],618245,uk,Atlantis,5.85,2019-09-09,Atlantis,False,7.0,1
557,False,"['Drama', 'Thriller', 'War']",12162,en,The Hurt Locker,11.705,2009-06-25,The Hurt Locker,False,7.3,3188
558,False,"['Drama', 'Science Fiction']",83542,en,Cloud Atlas,10.583,2012-10-26,Cloud Atlas,False,6.8,4654
559,False,"['Action', 'Fantasy', 'Science Fiction', 'Thriller']",8698,en,The League of Extraordinary Gentlemen,12.778,2003-07-11,The League of Extraordinary Gentlemen,False,5.8,2259
560,False,"['Animation', 'Comedy', 'Family']",9994,en,The Great Mouse Detective,12.729,1986-07-02,The Great Mouse Detective,False,7.0,818
561,False,"['Action', 'Crime']",414419,en,Kill Bill: The Whole Bloody Affair,12.485,2011-03-28,Kill Bill: The Whole Bloody Affair,False,8.0,414
562,False,['Drama'],426426,es,Roma,14.881,2018-11-21,Roma,False,7.8,2055
563,False,"['Thriller', 'Action', 'Drama', 'War']",252178,en,'71,10.184,2015-02-27,'71,False,6.8,649
564,False,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",72559,en,G.I. Joe: Retaliation,11.89,2013-03-29,G.I. Joe: Retaliation,False,5.5,3969
565,False,"['Adventure', 'Animation', 'Comedy', 'Crime']",15371,ja,ルパン三世 カリオストロの城,9.831,1999-12-31,Lupin the Third: The Castle of Cagliostro,False,7.5,418
566,False,['Drama'],1375,en,Rocky V,11.638,1990-11-16,Rocky V,False,5.5,1543
567,False,"['Action', 'Adventure', 'Science Fiction']",49529,en,John Carter,14.024,2012-03-09,John Carter,False,6.1,3456
568,False,"['Action', 'Adventure', 'Science Fiction']",100402,en,Captain America: The Winter Soldier,14.489,2014-04-04,Captain America: The Winter Soldier,False,7.7,11630
569,False,"['Adventure', 'Animation', 'Fantasy']",15283,ja,平成狸合戦ぽんぽこ,9.28,2005-08-16,Pom Poko,False,7.2,384
570,False,"['Romance', 'TV Movie']",610909,en,"Eat, Drink and Be Married",11.143,2019-06-22,"Eat, Drink and Be Married",False,0.0,0
571,False,"['Adventure', 'Drama', 'Romance']",290512,en,The Mountain Between Us,12.018,2017-10-06,The Mountain Between Us,False,6.5,1295
572,False,"['Adventure', 'Fantasy', 'Science Fiction']",8247,en,Jumper,12.164,2008-02-10,Jumper,False,6.0,3327
573,False,"['Crime', 'Drama', 'Science Fiction', 'Thriller']",281,en,Strange Days,8.856,1995-10-13,Strange Days,False,7.0,612
574,False,"['Action', 'Science Fiction', 'Thriller']",20504,en,The Book of Eli,11.07,2010-01-11,The Book of Eli,False,6.7,3633
575,False,"['Horror', 'Mystery', 'Thriller']",11601,en,Stir of Echoes,9.481,1999-09-10,Stir of Echoes,False,6.7,594
576,False,"['Drama', 'Action', 'Crime']",5289,en,Chaos,10.507,2005-01-17,Chaos,False,6.2,474
577,False,"['Action', 'Comedy']",513045,en,Stuber,12.564,2019-07-12,Stuber,False,6.7,80
578,False,"['Action', 'Crime', 'Thriller']",27582,en,The Mechanic,11.809,2011-01-28,The Mechanic,False,6.4,1754
579,False,"['Animation', 'Comedy', 'Family', 'Fantasy']",159824,en,Hotel Transylvania 2,13.497,2015-09-25,Hotel Transylvania 2,False,6.7,3349
580,False,"['Comedy', 'Music']",15157,en,Another Cinderella Story,10.685,2008-09-16,Another Cinderella Story,False,6.5,1033
581,False,"['Comedy', 'Science Fiction', 'Action', 'Adventure']",9531,en,Superman III,10.659,1983-06-17,Superman III,False,5.3,877
582,False,"['Drama', 'Horror', 'Music']",13885,en,Sweeney Todd: The Demon Barber of Fleet Street,12.902,2007-12-20,Sweeney Todd: The Demon Barber of Fleet Street,False,7.1,3401
583,False,"['Comedy', 'Fantasy', 'Romance', 'Family']",4523,en,Enchanted,12.927,2007-11-20,Enchanted,False,6.7,3320
584,False,"['Comedy', 'Horror', 'Science Fiction']",10127,en,Critters 2,8.589,1988-04-29,Critters 2,False,5.6,173
585,False,"['Thriller', 'Horror']",473149,en,Traffik,11.478,2018-04-20,Traffik,False,5.8,182
586,False,"['Comedy', 'Fantasy', 'Family']",35019,en,Nanny McPhee and the Big Bang,9.406,2010-08-20,Nanny McPhee and the Big Bang,False,6.1,1005
587,False,"['Crime', 'Drama', 'Thriller']",98357,en,Broken City,10.246,2013-01-18,Broken City,False,5.9,845
588,False,"['Action', 'Crime', 'Thriller']",9679,en,Gone in Sixty Seconds,15.052,2000-06-09,Gone in Sixty Seconds,False,6.2,2459
589,False,"['Science Fiction', 'Action', 'Horror']",10216,en,Species II,11.327,1998-04-10,Species II,False,4.7,284
590,False,"['Crime', 'Drama', 'Mystery', 'Thriller']",66,en,Absolute Power,9.077,1997-02-14,Absolute Power,False,6.6,424
591,False,"['Drama', 'Romance']",86331,fr,Q,15.594,2013-06-06,Desire,False,4.5,187
592,False,['Comedy'],71552,en,American Reunion,14.267,2012-04-06,American Reunion,False,6.2,2791
593,False,"['Drama', 'History']",293646,en,The 33,9.089,2015-11-09,The 33,False,6.2,589
594,False,"['Drama', 'Action']",391757,en,Never Back Down: No Surrender,10.705,2016-06-07,Never Back Down: No Surrender,False,6.5,177
595,False,"['Drama', 'History', 'Mystery', 'Thriller']",411728,en,The Professor and the Madman,14.297,2019-05-10,The Professor and the Madman,False,7.2,242
596,False,"['Crime', 'Drama', 'Thriller']",486947,da,Den skyldige,11.442,2018-10-19,The Guilty,False,7.3,518
597,False,"['Drama', 'Horror', 'Mystery', 'Thriller']",524247,en,The Intruder,11.894,2019-05-03,The Intruder,False,6.2,109
598,False,"['Action', 'Crime']",119283,en,Parker,10.683,2013-01-25,Parker,False,5.8,1911
599,False,"['Comedy', 'Drama', 'Romance']",138697,en,Don Jon,11.271,2013-09-27,Don Jon,False,5.9,2791
600,False,['Drama'],50270,it,Paprika,11.707,1991-02-13,Paprika,False,5.9,68
601,False,"['Action', 'Adventure', 'Drama', 'War']",10911,en,The Guns of Navarone,8.199,1961-06-22,The Guns of Navarone,False,7.5,333
602,False,"['Action', 'Adventure', 'Crime']",59859,en,Kick-Ass 2,13.636,2013-08-16,Kick-Ass 2,False,6.4,3939
603,False,"['Action', 'Comedy', 'Crime']",90,en,Beverly Hills Cop,11.841,1984-11-30,Beverly Hills Cop,False,7.1,1945
604,False,"['Horror', 'Thriller', 'Crime']",214,en,Saw III,11.563,2006-10-27,Saw III,False,6.4,2359
605,False,"['Comedy', 'Drama', 'Romance']",703,en,Annie Hall,8.416,1977-04-20,Annie Hall,False,7.8,2073
606,False,"['Mystery', 'Science Fiction', 'Thriller']",51876,en,Limitless,13.325,2011-03-08,Limitless,False,7.1,6565
607,False,"['Action', 'Thriller']",291276,en,Unlocked,11.372,2017-09-01,Unlocked,False,6.2,540
608,False,"['Crime', 'Documentary', 'Drama']",489931,en,American Animals,8.84,2018-06-01,American Animals,False,6.9,368
609,False,"['Action', 'Adventure', 'Thriller']",370172,en,No Time To Die,10.577,2020-04-08,No Time To Die,False,0.0,0
610,False,"['Adventure', 'Crime', 'Mystery']",328387,en,Nerve,9.664,2016-07-27,Nerve,False,7.1,4791
611,False,"['Comedy', 'Romance']",1581,en,The Holiday,10.65,2006-12-08,The Holiday,False,7.0,2686
612,False,"['Drama', 'War']",11778,en,The Deer Hunter,14.86,1978-12-08,The Deer Hunter,False,8.0,1830
613,False,['Comedy'],9530,en,RV,8.43,2006-04-28,RV,False,5.8,959
614,False,['Documentary'],490003,en,Won't You Be My Neighbor?,9.916,2018-06-08,Won't You Be My Neighbor?,False,8.3,221
615,False,"['Thriller', 'Crime', 'Drama']",190955,en,Blood Ties,8.468,2014-03-21,Blood Ties,False,6.1,273
616,False,"['Drama', 'Fantasy', 'Mystery', 'Thriller', 'Romance']",251,en,Ghost,13.908,1990-07-12,Ghost,False,7.1,2951
617,False,['Horror'],9532,en,Final Destination,13.104,2000-03-17,Final Destination,False,6.5,2878
618,False,['Horror'],17898,en,Silver Bullet,8.885,1985-10-11,Silver Bullet,False,6.3,210
619,False,"['Comedy', 'Drama', 'Romance']",427900,en,Home Again,9.549,2017-09-08,Home Again,False,6.0,706
620,False,"['Horror', 'Thriller']",45657,en,The Ward,6.988,2011-07-08,The Ward,False,5.8,646
621,False,"['Horror', 'Mystery', 'Thriller', 'Drama']",13515,en,Mirrors,11.429,2008-08-15,Mirrors,False,6.1,947
622,False,['Drama'],86829,en,Inside Llewyn Davis,10.174,2013-12-06,Inside Llewyn Davis,False,7.2,1461
623,False,"['Comedy', 'Crime']",936,en,The Pink Panther,8.114,1963-12-19,The Pink Panther,False,7.0,471
624,False,"['Adventure', 'Comedy', 'Science Fiction']",7512,en,Idiocracy,9.035,2006-09-01,Idiocracy,False,6.3,1365
625,False,"['Action', 'Thriller']",454292,te,సాహో,15.048,2019-08-30,Saaho,False,6.6,10
626,False,"['Action', 'Thriller']",2453,en,Harley Davidson and the Marlboro Man,9.57,1991-08-23,Harley Davidson and the Marlboro Man,False,6.3,165
627,False,"['Drama', 'Horror', 'Mystery']",4552,ko,"장화, 홍련",11.81,2003-06-13,A Tale of Two Sisters,False,7.1,452
628,False,['Drama'],517814,ar,کفرناحوم,10.618,2018-12-14,Capernaum,False,8.4,420
629,False,"['Action', 'Drama', 'History', 'Romance', 'War']",853,en,Enemy at the Gates,12.096,2001-03-16,Enemy at the Gates,False,7.3,1821
630,False,"['Action', 'Adventure', 'Comedy', 'Western']",6038,en,Shanghai Knights,10.146,2003-02-07,Shanghai Knights,False,6.0,1304
631,False,['Science Fiction'],3604,en,Flash Gordon,10.495,1980-12-05,Flash Gordon,False,6.1,430
632,False,"['Horror', 'Thriller']",10281,en,Friday the 13th Part VII: The New Blood,9.92,1988-05-13,Friday the 13th Part VII: The New Blood,False,5.3,405
633,False,"['Drama', 'Thriller', 'Mystery']",2649,en,The Game,14.714,1997-09-12,The Game,False,7.6,3058
634,False,['Drama'],336000,en,The Glass Castle,10.645,2017-08-11,The Glass Castle,False,7.1,367
635,False,"['Horror', 'Thriller']",10072,en,A Nightmare on Elm Street 3: Dream Warriors,13.083,1987-02-27,A Nightmare on Elm Street 3: Dream Warriors,False,6.6,782
636,False,"['Action', 'Thriller']",346808,en,Momentum,8.258,2015-08-01,Momentum,False,5.8,288
637,False,"['Crime', 'Drama', 'Horror', 'Thriller']",18405,en,The Last House on the Left,8.773,2009-03-13,The Last House on the Left,False,6.3,842
638,False,"['Animation', 'Comedy', 'Family']",15165,en,Barbie as The Princess & the Pauper,13.014,2004-09-28,Barbie as The Princess & the Pauper,False,7.3,658
639,False,"['Animation', 'Family']",10957,en,The Black Cauldron,13.505,1985-07-24,The Black Cauldron,False,6.5,565
640,False,"['Action', 'Adventure', 'Comedy', 'War']",7446,en,Tropic Thunder,12.376,2008-08-13,Tropic Thunder,False,6.5,3247
641,False,"['Fantasy', 'Comedy', 'Romance']",59436,en,Midnight in Paris,7.537,2011-05-20,Midnight in Paris,False,7.5,4157
642,False,['Drama'],417812,en,Wildlife,12.237,2018-10-19,Wildlife,False,6.8,196
643,False,"['Action', 'Thriller']",415842,en,American Assassin,13.918,2017-09-15,American Assassin,False,6.3,1688
644,False,"['Action', 'Drama', 'History', 'Adventure']",967,en,Spartacus,9.578,1960-10-06,Spartacus,False,7.5,992
645,False,['Comedy'],52449,en,Bad Teacher,10.127,2011-06-19,Bad Teacher,False,5.5,3023
646,False,"['Action', 'Horror', 'Thriller']",341006,en,The Belko Experiment,8.032,2016-03-17,The Belko Experiment,False,6.1,801
647,False,"['Comedy', 'Drama']",310593,it,Youth,12.161,2015-12-04,Youth,False,6.9,1144
648,False,"['Comedy', 'Science Fiction']",68,en,Brazil,9.217,1985-12-18,Brazil,False,7.7,1676
649,False,"['Animation', 'Comedy', 'Family']",35,en,The Simpsons Movie,10.408,2007-07-27,The Simpsons Movie,False,6.9,4758
650,False,"['Thriller', 'Crime', 'Mystery']",339527,en,Solace,10.329,2016-12-16,Solace,False,6.3,1311
651,False,"['Action', 'Crime', 'Science Fiction', 'Thriller']",31867,en,Repo Men,9.609,2010-03-19,Repo Men,False,6.3,1031
652,False,"['Action', 'Crime', 'Drama']",10623,en,Cradle 2 the Grave,11.956,2003-02-28,Cradle 2 the Grave,False,5.8,412
653,False,"['Action', 'Animation', 'Science Fiction']",390734,ja,キングスグレイブ ファイナルファンタジーXV,9.22,2016-08-19,Kingsglaive: Final Fantasy XV,False,6.8,365
654,False,"['Horror', 'Mystery', 'Thriller']",55341,en,Jeepers Creepers 3,9.569,2017-09-26,Jeepers Creepers 3,False,4.3,340
655,False,"['Comedy', 'Drama', 'Mystery']",270487,en,"Hail, Caesar!",13.49,2016-02-05,"Hail, Caesar!",False,5.9,2432
656,False,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",11596,en,New Nightmare,9.366,1994-10-14,New Nightmare,False,6.4,612
657,False,['Comedy'],109443,en,Anchorman 2: The Legend Continues,9.492,2013-12-18,Anchorman 2: The Legend Continues,False,6.1,1469
658,False,"['Animation', 'Comedy', 'Family']",9836,en,Happy Feet,11.994,2006-11-17,Happy Feet,False,6.0,2967
659,False,"['Horror', 'Drama', 'Thriller', 'Mystery']",2046,en,The Gift,7.98,2000-12-22,The Gift,False,6.5,561
660,False,"['Horror', 'Comedy', 'Action', 'Science Fiction', 'Thriller']",9825,en,Lake Placid,11.74,1999-07-16,Lake Placid,False,5.6,463
661,False,"['Drama', 'History', 'War']",9289,en,The Longest Day,10.615,1962-10-03,The Longest Day,False,7.6,448
662,False,"['Action', 'Mystery', 'Thriller']",70435,en,Haywire,9.007,2011-11-06,Haywire,False,5.6,768
663,False,"['Drama', 'Fantasy']",422,it,8½,11.14,1963-06-24,8½,False,8.2,924
664,False,"['Mystery', 'Science Fiction', 'Thriller']",438,en,Cube Zero,8.629,2004-10-15,Cube Zero,False,5.7,515
665,False,"['Crime', 'Drama', 'History', 'Thriller']",117,en,The Untouchables,14.434,1987-06-03,The Untouchables,False,7.8,2919
666,False,"['Comedy', 'Crime']",623,en,A Fish Called Wanda,10.039,1988-07-15,A Fish Called Wanda,False,7.3,1034
667,False,"['Drama', 'Romance']",571346,en,American Kamasutra,11.993,2018-12-13,American Kamasutra,False,4.4,11
668,False,"['Adventure', 'Drama', 'Comedy']",1878,en,Fear and Loathing in Las Vegas,13.137,1998-05-22,Fear and Loathing in Las Vegas,False,7.2,2445
669,False,"['Drama', 'Horror', 'Crime']",74997,en,The Human Centipede 2 (Full Sequence),11.367,2011-10-07,The Human Centipede 2 (Full Sequence),False,4.5,638
670,False,"['Action', 'Crime', 'Thriller']",398175,en,Brawl in Cell Block 99,10.166,2017-10-06,Brawl in Cell Block 99,False,6.8,554
671,False,['Comedy'],274167,en,Daddy's Home,11.57,2015-12-25,Daddy's Home,False,6.1,1769
672,False,"['Action', 'Comedy', 'Family']",256961,en,Paul Blart: Mall Cop 2,11.744,2015-04-17,Paul Blart: Mall Cop 2,False,5.0,931
673,False,"['Horror', 'Thriller']",11361,en,Halloween 5: The Revenge of Michael Myers,7.476,1989-10-13,Halloween 5: The Revenge of Michael Myers,False,5.3,454
674,False,"['Action', 'Drama', 'Science Fiction']",39254,en,Real Steel,10.117,2011-10-06,Real Steel,False,6.8,4754
675,False,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Romance', 'Family']",10515,ja,天空の城ラピュタ,14.726,1989-04-01,Castle in the Sky,False,8.0,1755
676,False,"['Horror', 'Science Fiction']",11470,en,Jason X,8.352,2002-04-26,Jason X,False,4.6,571
677,False,"['Action', 'Comedy', 'Crime', 'Thriller']",134374,en,Pain & Gain,14.208,2013-04-26,Pain & Gain,False,6.1,2618
678,False,"['Drama', 'Mystery', 'Thriller', 'Horror']",1730,en,Inland Empire,9.666,2006-09-29,Inland Empire,False,7.2,521
679,False,"['Animation', 'Comedy', 'Family']",9408,en,Surf's Up,9.717,2007-06-08,Surf's Up,False,6.2,1314
680,False,"['Comedy', 'Drama']",37247,en,The Graduate,12.368,1967-12-21,The Graduate,False,7.7,1621
681,False,"['Adventure', 'Animation', 'Fantasy', 'Music', 'Family']",335360,en,My Little Pony: The Movie,13.539,2017-10-06,My Little Pony: The Movie,False,6.8,150
682,False,"['Action', 'Comedy', 'Crime', 'Thriller']",5175,en,Rush Hour 2,11.205,2001-08-03,Rush Hour 2,False,6.5,2054
683,False,"['Comedy', 'Drama', 'Fantasy']",351044,en,Welcome to Marwen,9.776,2018-12-21,Welcome to Marwen,False,6.5,381
684,False,['Horror'],764,en,The Evil Dead,11.609,1981-10-15,The Evil Dead,False,7.3,1792
685,False,['Comedy'],9614,en,Happy Gilmore,8.555,1996-02-16,Happy Gilmore,False,6.5,1368
686,False,"['Family', 'Fantasy', 'Comedy']",14442,en,Ella Enchanted,9.014,2004-04-09,Ella Enchanted,False,6.2,1028
687,False,"['Comedy', 'Drama']",11287,en,A League of Their Own,11.011,1992-07-01,A League of Their Own,False,7.1,680
688,False,"['Crime', 'Drama', 'Mystery', 'Thriller']",93,en,Anatomy of a Murder,10.875,1959-07-01,Anatomy of a Murder,False,7.9,383
689,False,"['Comedy', 'Drama', 'Romance', 'Family']",12919,en,Can't Buy Me Love,9.136,1987-08-14,Can't Buy Me Love,False,6.9,305
690,False,"['Action', 'History', 'Thriller', 'War']",339259,en,The Man with the Iron Heart,12.784,2017-07-07,The Man with the Iron Heart,False,6.5,318
691,False,"['Adventure', 'Comedy', 'Science Fiction', 'Family']",196,en,Back to the Future Part III,9.623,1990-05-25,Back to the Future Part III,False,7.4,5761
692,False,"['Action', 'Crime', 'Drama', 'Thriller']",192102,en,3 Days to Kill,13.379,2014-02-14,3 Days to Kill,False,6.1,1329
693,False,"['Animation', 'Thriller']",10494,ja,PERFECT BLUE,10.449,1999-08-20,Perfect Blue,False,8.2,734
694,False,"['Action', 'Adventure', 'Science Fiction']",841,en,Dune,8.578,1984-12-14,Dune,False,6.4,1068
695,False,"['Comedy', 'Drama']",4203,es,Mujeres al Borde de un Ataque de Nervios,8.036,1988-09-23,Women on the Verge of a Nervous Breakdown,False,7.5,342
696,False,"['Adventure', 'Fantasy', 'Drama']",587,en,Big Fish,10.308,2003-12-25,Big Fish,False,7.8,4046
697,False,"['Horror', 'Action', 'Comedy', 'Science Fiction']",11069,en,Tremors 2: Aftershocks,9.449,1996-04-09,Tremors 2: Aftershocks,False,5.9,407
698,False,['Drama'],258216,en,Nymphomaniac: Vol. I,12.864,2014-03-06,Nymphomaniac: Vol. I,False,6.9,1776
699,False,"['Drama', 'Thriller']",1999,en,In the Bedroom,9.974,2001-11-23,In the Bedroom,False,6.9,155
700,False,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",12589,en,Jimmy Neutron: Boy Genius,8.86,2001-12-21,Jimmy Neutron: Boy Genius,False,5.7,456
701,False,"['Crime', 'Thriller']",433501,en,City of Lies,9.057,2019-01-10,City of Lies,False,6.3,99
702,False,['Animation'],495925,ja,映画ドラえもん のび太の宝島,11.528,2018-12-31,Doraemon the Movie: Nobita's Treasure Island,False,6.0,22
703,False,"['Horror', 'Science Fiction']",9638,en,Phantasm,10.984,2016-09-24,Phantasm,False,6.5,288
704,False,"['Animation', 'Family', 'TV Movie']",79218,en,Ice Age: A Mammoth Christmas,9.664,2011-11-24,Ice Age: A Mammoth Christmas,False,6.2,324
705,False,"['Action', 'Adventure', 'Crime', 'Thriller']",11968,en,Into the Blue,10.003,2005-09-30,Into the Blue,False,5.8,840
706,False,"['Horror', 'Thriller', 'Mystery']",321258,en,The Boy,10.45,2016-01-22,The Boy,False,5.8,2336
707,False,"['Adventure', 'Animation', 'Comedy', 'Family']",9385,fr,Les 12 travaux d'Astérix,10.871,1976-06-26,The Twelve Tasks of Asterix,False,7.5,554
708,False,"['Adventure', 'Comedy', 'Fantasy']",297725,en,The Man Who Killed Don Quixote,7.637,2019-04-10,The Man Who Killed Don Quixote,False,7.0,411
709,False,"['Adventure', 'Animation', 'Comedy', 'Family']",211672,en,Minions,12.989,2015-07-10,Minions,False,6.4,7530
710,False,"['Drama', 'Romance']",226857,en,Endless Love,8.672,2014-02-14,Endless Love,False,6.8,1048
711,False,"['Drama', 'Horror']",8913,en,Pet Sematary,12.476,1989-04-21,Pet Sematary,False,6.5,951
712,False,"['Comedy', 'Romance']",693,en,Meet the Fockers,13.128,2004-12-22,Meet the Fockers,False,6.2,2797
713,False,['Thriller'],9754,en,Firewall,8.198,2006-02-10,Firewall,False,5.8,476
714,False,"['Comedy', 'Drama', 'Romance']",38408,en,Life As We Know It,11.363,2010-10-02,Life As We Know It,False,6.8,1851
715,False,"['Action', 'Adventure', 'War']",1654,en,The Dirty Dozen,11.035,1967-06-15,The Dirty Dozen,False,7.7,540
716,False,"['History', 'War']",11463,en,Battle of Britain,11.735,1969-09-15,Battle of Britain,False,6.8,132
717,False,"['Action', 'Adventure']",258489,en,The Legend of Tarzan,12.259,2016-07-01,The Legend of Tarzan,False,5.8,4258
718,False,"['Action', 'Adventure', 'Comedy', 'Family']",332,en,Inspector Gadget,12.697,1999-07-23,Inspector Gadget,False,4.4,656
719,False,['Action'],10431,en,War,12.649,2007-08-24,War,False,6.1,737
720,False,"['Drama', 'Mystery', 'Romance']",12531,fr,L'Appartement,9.003,1996-11-11,The Apartment,False,6.9,85
721,False,['Western'],10747,en,The Outlaw Josey Wales,10.542,1976-06-30,The Outlaw Josey Wales,False,7.5,508
722,False,"['Comedy', 'Romance']",9058,en,Only You,7.732,1994-09-17,Only You,False,6.6,212
723,False,"['Adventure', 'Science Fiction', 'Action']",11884,en,The Last Starfighter,8.919,1984-07-13,The Last Starfighter,False,6.5,344
724,False,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",470114,en,24 Hours to Live,12.253,2017-12-01,24 Hours to Live,False,5.6,313
725,False,['Horror'],7978,en,The Wolfman,11.209,2010-02-12,The Wolfman,False,5.7,1055
726,False,"['Horror', 'Drama', 'Fantasy']",628,en,Interview with the Vampire,11.708,1994-11-11,Interview with the Vampire,False,7.3,2959
727,False,"['Drama', 'Romance']",257785,en,Tulip Fever,9.706,2017-08-25,Tulip Fever,False,6.5,324
728,False,"['Drama', 'Thriller']",1957,en,Enough,8.763,2002-05-24,Enough,False,6.4,524
729,False,"['War', 'Drama']",256917,en,The Water Diviner,10.657,2015-04-24,The Water Diviner,False,6.8,705
730,False,"['Action', 'Crime']",13056,en,Punisher: War Zone,10.747,2008-12-05,Punisher: War Zone,False,5.7,565
731,False,['Drama'],334,en,Magnolia,11.012,1999-12-17,Magnolia,False,7.7,1683
732,False,"['Action', 'Crime', 'Thriller']",984,en,Dirty Harry,13.529,1971-12-22,Dirty Harry,False,7.5,1093
733,False,"['Drama', 'Music', 'Romance']",243683,en,Step Up All In,10.715,2014-07-25,Step Up All In,False,6.8,1269
734,False,"['Crime', 'Thriller', 'Drama']",1965,en,A Perfect Murder,8.15,1998-06-05,A Perfect Murder,False,6.4,603
735,False,"['Mystery', 'Thriller']",458109,en,Spinning Man,9.219,2018-04-06,Spinning Man,False,5.5,178
736,False,"['Comedy', 'Romance']",20943,en,The Ugly Truth,10.582,2009-07-24,The Ugly Truth,False,6.5,2099
737,False,"['Horror', 'Mystery', 'Science Fiction']",10676,en,Halloween III: Season of the Witch,8.156,1982-10-22,Halloween III: Season of the Witch,False,5.0,529
738,False,"['Crime', 'Drama', 'Mystery', 'Romance']",25376,es,El secreto de sus ojos,9.159,2010-04-16,The Secret in Their Eyes,False,7.9,1200
739,False,['Comedy'],10607,en,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,7.574,1996-01-12,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,False,6.2,374
740,False,[],618522,es,Fiebre Austral,6.462,2019-09-09,Austral Fever,False,0.0,0
741,False,['Drama'],22881,en,The Blind Side,12.614,2009-11-20,The Blind Side,False,7.5,2999
742,False,"['Animation', 'Drama', 'Fantasy']",149871,ja,かぐや姫の物語,9.237,2014-10-17,The Tale of the Princess Kaguya,False,8.1,694
743,False,"['Crime', 'Drama', 'Thriller']",994,en,Straw Dogs,10.872,1971-12-29,Straw Dogs,False,7.2,407
744,False,"['Comedy', 'Family']",6283,en,MouseHunt,8.018,1997-12-19,MouseHunt,False,6.3,594
745,False,"['Drama', 'Mystery', 'Thriller']",182560,en,Dark Places,8.928,2015-08-07,Dark Places,False,5.9,781
746,False,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']",384521,en,The Cloverfield Paradox,12.263,2018-02-04,The Cloverfield Paradox,False,5.6,1800
