adult,genre_ids,id,original_language,original_title,popularity,release_date,title,video,vote_average,vote_count
FALSE,['Horror'],146243,en,Haunt,7.13,2/19/2014,Haunt,FALSE,5.2,145
FALSE,"['Comedy', 'Drama', 'Music', 'Romance']",11424,en,High Society,6.787,7/17/1956,High Society,FALSE,7.1,92
FALSE,"['Romance', 'Drama', 'Comedy']",38366,it,Il ciclone,7.035,1/1/1996,The Cyclone,FALSE,6.9,403
FALSE,"['Horror', 'Science Fiction', 'Thriller']",123105,en,The Bay,6.57,11/2/2012,The Bay,FALSE,5.5,354
FALSE,['Documentary'],602126,ru,Бой,10.756,9/11/2019,Voy,FALSE,0,0
FALSE,"['Crime', 'Drama', 'Thriller']",242076,en,The Bag Man,6.504,2/28/2014,The Bag Man,FALSE,5.3,191
FALSE,"['Comedy', 'Family']",593660,it,Mio fratello rincorre i dinosauri,4.379,9/5/2019,My Brother Chases Dinosaurs,FALSE,8.3,6
FALSE,"['Drama', 'Horror']",18333,sv,Vargtimmen,7.215,4/8/1968,Hour of the Wolf,FALSE,7.5,181
FALSE,['Comedy'],142320,it,Viva l'Italia,7.203,10/25/2012,Viva l'Italia,FALSE,6.4,198
FALSE,"['Drama', 'Romance']",25968,en,Veronika Decides to Die,6.437,8/21/2009,Veronika Decides to Die,FALSE,6,113
FALSE,['Horror'],70584,en,Hellraiser: Revelations,5.979,10/18/2011,Hellraiser: Revelations,FALSE,3.2,95
FALSE,['Drama'],211052,el,Miss Violence,5.103,6/7/2013,Miss Violence,FALSE,7.1,132
FALSE,"['Drama', 'Romance']",8291,en,Poetic Justice,7.323,7/23/1993,Poetic Justice,FALSE,6.7,91
FALSE,"['Horror', 'Thriller']",207769,en,Banshee Chapter,7.491,11/6/2013,Banshee Chapter,FALSE,5.6,137
FALSE,"['Horror', 'Thriller']",513208,en,Itsy Bitsy,4.339,8/10/2019,Itsy Bitsy,FALSE,4.3,7
FALSE,"['Crime', 'Drama']",143409,ja,荒野のダッチワイフ,5.479,10/3/1967,Inflatable Sex Doll of The Wastelands,FALSE,4.5,6
FALSE,"['Comedy', 'Romance']",11452,en,National Lampoon's Van Wilder,10.097,3/29/2002,National Lampoon's Van Wilder,FALSE,5.9,1161
FALSE,"['Adventure', 'Animation', 'Comedy', 'Family']",15213,en,Everyone's Hero,6.048,9/15/2006,Everyone's Hero,FALSE,5.6,104
FALSE,"['Comedy', 'Thriller']",12490,en,Ordinary Decent Criminal,5.385,1/7/2000,Ordinary Decent Criminal,FALSE,6.2,130
FALSE,"['Family', 'Animation', 'Adventure']",19165,en,The Land Before Time V: The Mysterious Island,7.397,12/9/1997,The Land Before Time V: The Mysterious Island,FALSE,5.9,184
FALSE,['Drama'],583794,fa,متری شیش و نیم,8.369,2/1/2019,6.5 Toman Per Meter,FALSE,7.8,5
FALSE,"['Comedy', 'Crime', 'Drama']",20871,ru,Джентльмены удачи,7.372,12/14/1971,Gentlemen of Fortune,FALSE,7.7,87
FALSE,['Comedy'],292824,de,Die Nichten der Frau Oberst,6.084,10/13/1980,Secrets of a French Maid,FALSE,5,8
FALSE,"['Comedy', 'Drama']",22152,en,Lymelife,5.895,10/16/2008,Lymelife,FALSE,6.3,72
FALSE,['Comedy'],98025,it,La liceale,6.998,10/31/1975,The Teasers,FALSE,5,28
FALSE,"['Mystery', 'Thriller', 'Drama', 'Horror']",9756,en,Half Light,6.322,1/17/2006,Half Light,FALSE,6,147
FALSE,"['Fantasy', 'Horror', 'Romance']",516850,ru,Русалка. Озеро мертвых,7.195,7/12/2018,The Mermaid: Lake of the Dead,FALSE,4.9,49
FALSE,['Horror'],22293,en,Manos: The Hands of Fate,6.605,11/15/1966,Manos: The Hands of Fate,FALSE,1.8,93
FALSE,"['Action', 'Drama', 'War']",484638,fr,L'Intervention,5.368,1/30/2019,15 Minutes of War,FALSE,6.8,56
FALSE,"['Comedy', 'Romance', 'Horror']",73935,en,Vamps,6.877,11/2/2012,Vamps,FALSE,5,146
FALSE,"['Drama', 'Romance']",56743,en,Elena Undone,7.638,6/25/2010,Elena Undone,FALSE,7.2,83
FALSE,"['Comedy', 'Horror', 'Science Fiction']",11429,en,Beyond Re-Animator,8.272,4/4/2003,Beyond Re-Animator,FALSE,5.5,104
FALSE,"['Action', 'Adventure', 'Comedy', 'Fantasy']",170657,zh,西游·降魔篇,8.591,3/7/2014,Journey to the West: Conquering the Demons,FALSE,6.9,133
FALSE,['Comedy'],11598,en,The Kentucky Fried Movie,5.52,8/10/1977,The Kentucky Fried Movie,FALSE,6.3,122
FALSE,"['Drama', 'Mystery', 'Romance']",18615,en,Fur: An Imaginary Portrait of Diane Arbus,6.135,8/30/2006,Fur: An Imaginary Portrait of Diane Arbus,FALSE,6.2,145
FALSE,['Drama'],85545,fr,Elles,6.663,4/22/2012,Elles,FALSE,5.5,75
FALSE,"['Action', 'Adventure', 'Drama', 'Fantasy']",80410,en,In the Name of the King 2: Two Worlds,4.403,11/3/2011,In the Name of the King 2: Two Worlds,FALSE,3.8,66
FALSE,"['Comedy', 'Horror']",503125,en,Little Monsters,8.588,1/27/2019,Little Monsters,FALSE,7.8,7
FALSE,"['Action', 'Adventure', 'Comedy', 'Thriller']",8427,en,I Spy,10.56,10/31/2002,I Spy,FALSE,5.3,521
FALSE,"['Comedy', 'Drama', 'Romance']",2610,en,Shopgirl,6.184,10/21/2005,Shopgirl,FALSE,5.8,137
FALSE,"['Comedy', 'Family']",105965,en,Beverly Hills Chihuahua 3 - Viva La Fiesta!,7.054,9/18/2012,Beverly Hills Chihuahua 3 - Viva La Fiesta!,FALSE,5.6,91
FALSE,"['Animation', 'Family']",14813,en,Mickey's Christmas Carol,9.007,12/16/1983,Mickey's Christmas Carol,FALSE,7.5,409
FALSE,"['Animation', 'Family']",15015,en,Barbie as Rapunzel,8.133,10/1/2002,Barbie as Rapunzel,FALSE,6.7,574
FALSE,"['Drama', 'Science Fiction']",145197,en,Upstream Color,6.901,4/5/2013,Upstream Color,FALSE,6.5,436
FALSE,"['Comedy', 'Romance', 'Drama']",244264,en,Laggies,9.23,10/24/2014,Laggies,FALSE,6.1,753
FALSE,"['Animation', 'Comedy', 'Family']",54551,en,Banana,8.474,12/13/2010,Banana,FALSE,7.2,184
FALSE,"['Drama', 'Comedy']",3586,en,Prêt-à-Porter,5.299,12/23/1994,Ready to Wear,FALSE,5.3,82
FALSE,"['Action', 'Adventure', 'Fantasy']",347096,en,Mythica: The Darkspore,5.892,6/24/2015,Mythica: The Darkspore,FALSE,5.9,67
FALSE,"['Comedy', 'Science Fiction']",17796,en,Freaked,6.657,9/11/1993,Freaked,FALSE,6.1,60
FALSE,"['Animation', 'Comedy', 'Family', 'Fantasy']",130925,en,Partysaurus Rex,6.126,9/14/2012,Partysaurus Rex,FALSE,7.1,190
FALSE,['Comedy'],15198,en,"Mystery, Alaska",5.6,10/1/1999,"Mystery, Alaska",FALSE,6.2,115
FALSE,"['Romance', 'Comedy', 'Crime', 'Drama']",17258,en,The Pick-up Artist,5.666,9/18/1987,The Pick-up Artist,FALSE,5.6,76
FALSE,"['Romance', 'Drama', 'History']",333167,ko,순수의 시대,6.053,3/5/2015,Empire of Lust,FALSE,7.3,13
FALSE,"['Adventure', 'Drama']",12837,en,The Secret Life of Bees,6.56,9/17/2008,The Secret Life of Bees,FALSE,7.4,263
FALSE,"['Comedy', 'Drama', 'Science Fiction', 'Romance']",276908,en,Comet,6.542,12/5/2014,Comet,FALSE,6.7,264
FALSE,['Comedy'],11444,fr,Le Placard,7.058,5/4/2001,The Closet,FALSE,6.3,228
FALSE,['Comedy'],248705,fr,Les Visiteurs: La Révolution,7.171,3/23/2016,The Visitors: Bastille Day,FALSE,4,412
FALSE,"['Drama', 'Western']",354110,en,Forsaken,7.699,2/19/2016,Forsaken,FALSE,5.9,170
FALSE,"['Animation', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Science Fiction']",15916,ja,天使のたまご,7.931,12/22/1985,Angel's Egg,FALSE,7.8,122
FALSE,"['Action', 'Comedy', 'Crime']",15120,en,Smokey and the Bandit Part 3,5.885,8/12/1983,Smokey and the Bandit Part 3,FALSE,4.4,78
FALSE,"['Adventure', 'Action', 'War']",12663,en,Red Scorpion,7.782,1/5/1989,Red Scorpion,FALSE,5.4,83
FALSE,['Drama'],382614,en,The Book of Henry,10.218,6/16/2017,The Book of Henry,FALSE,7.5,632
FALSE,"['Action', 'Adventure', 'Thriller']",1672,fr,Le Professionnel,6.244,10/21/1981,The Professional,FALSE,7.2,162
FALSE,"['Action', 'Science Fiction', 'Thriller', 'Drama']",11234,en,The Omega Man,8.106,8/1/1971,The Omega Man,FALSE,6.2,231
FALSE,['Action'],110552,th,ต้มยำกุ้ง 2,9.12,5/2/2014,The Protector 2,FALSE,5.6,98
FALSE,"['Music', 'Family', 'Animation']",13757,en,Melody Time,7.228,5/27/1948,Melody Time,FALSE,6.3,92
FALSE,"['Comedy', 'Crime', 'Romance']",2321,en,Married to the Mob,7.968,8/19/1988,Married to the Mob,FALSE,5.8,121
FALSE,"['Documentary', 'Family']",508802,en,Penguins,7.474,4/17/2019,Penguins,FALSE,7.9,5
FALSE,"['Drama', 'Comedy', 'Romance']",2788,en,Reality Bites,7.118,2/18/1994,Reality Bites,FALSE,6.6,346
FALSE,"['TV Movie', 'Comedy']",287689,en,7 Days in Hell,6.967,7/11/2015,7 Days in Hell,FALSE,6.5,201
FALSE,"['Action', 'Animation', 'Fantasy', 'Science Fiction']",14830,en,Doctor Strange,8.224,8/14/2007,Doctor Strange,FALSE,6.3,139
FALSE,"['Action', 'Adventure', 'Drama', 'History']",4107,en,Bloody Sunday,4.232,1/16/2002,Bloody Sunday,FALSE,7.4,127
FALSE,['Drama'],16727,en,The Namesake,5.055,9/2/2006,The Namesake,FALSE,6.8,76
FALSE,['Comedy'],67884,es,Un cuento chino,5.96,6/1/2012,Chinese Take-Out,FALSE,7.2,198
FALSE,"['Crime', 'Horror', 'Thriller']",39434,it,La sindrome di Stendhal,8.688,4/26/1996,The Stendhal Syndrome,FALSE,5.5,98
FALSE,"['Adventure', 'Horror']",8691,en,Cannibal Ferox,7.893,7/31/1981,Cannibal Ferox,FALSE,5.5,103
FALSE,"['Comedy', 'Horror', 'Romance']",12158,en,Vampire in Brooklyn,7.872,10/27/1995,Vampire in Brooklyn,FALSE,4.8,236
FALSE,"['Adventure', 'Action', 'Comedy', 'Family']",40508,en,3 Ninjas Knuckle Up,6.211,4/7/1995,3 Ninjas Knuckle Up,FALSE,4.7,82
FALSE,"['Drama', 'Romance']",26022,hi,My Name Is Khan,7.61,2/12/2010,My Name Is Khan,FALSE,7.8,421
FALSE,"['Animation', 'Drama']",2011,fr,Persepolis,8.572,5/23/2007,Persepolis,FALSE,7.9,963
FALSE,['Drama'],451657,fr,Jusqu'à la garde,7.228,10/18/2017,Custody,FALSE,7.6,290
FALSE,"['Adventure', 'Action', 'Comedy', 'Fantasy']",40171,ko,전우치,5.607,4/9/2013,Woochi: The Demon Slayer,FALSE,6.6,72
FALSE,"['Comedy', 'Drama']",16232,en,Mr. 3000,7.27,9/17/2004,Mr. 3000,FALSE,5.1,103
FALSE,"['Drama', 'History', 'Crime', 'Thriller', 'Action']",9829,en,United 93,14.594,4/28/2006,United 93,FALSE,7.1,676
FALSE,['Comedy'],391710,en,A Futile and Stupid Gesture,8.326,1/24/2018,A Futile and Stupid Gesture,FALSE,6.6,156
FALSE,['Thriller'],392207,es,El guardián invisible,7.351,3/3/2017,The Invisible Guardian,FALSE,6.3,193
FALSE,"['Action', 'Crime', 'Drama', 'Thriller']",20778,fr,Le Doulos,6.688,3/2/1964,Doulos: The Finger Man,FALSE,7.5,88
FALSE,"['Drama', 'Thriller']",305943,en,A Kind of Murder,8.08,12/16/2016,A Kind of Murder,FALSE,5.4,121
FALSE,"['Drama', 'Comedy']",78480,fr,Monsieur Lazhar,5.136,9/10/2011,Monsieur Lazhar,FALSE,6.9,142
FALSE,"['Comedy', 'Crime']",10169,en,Men at Work,6.755,8/24/1990,Men at Work,FALSE,5.6,164
FALSE,"['Action', 'Comedy']",11107,en,Eddie,6.72,5/31/1996,Eddie,FALSE,5.4,87
FALSE,"['Drama', 'History', 'War']",17277,en,The Fall of the Roman Empire,6.25,3/26/1964,The Fall of the Roman Empire,FALSE,6.5,66
FALSE,"['Comedy', 'Romance']",16899,en,Easy Virtue,6.268,1/1/2008,Easy Virtue,FALSE,6.3,210
FALSE,"['Comedy', 'Drama', 'Family', 'Music', 'TV Movie']",37609,en,The Cheetah Girls 2: When in Spain,6.845,8/1/2006,The Cheetah Girls 2: When in Spain,FALSE,5.7,214
FALSE,"['Science Fiction', 'Thriller']",548066,en,Level 16,10.729,9/22/2018,Level 16,FALSE,5.2,70
FALSE,"['Animation', 'Family']",16198,ja,ホーホケキョとなりの山田くん,6.781,8/16/2005,My Neighbors the Yamadas,FALSE,6.9,154
FALSE,"['Action', 'Adventure', 'Animation', 'Fantasy']",303857,ja,ドラゴンボールZ 復活の「F」,8.066,8/4/2015,Dragon Ball Z: Resurrection 'F',FALSE,6.7,712
FALSE,"['Drama', 'Thriller', 'Crime', 'Romance']",6173,fr,Sur mes lèvres,5.479,10/17/2001,Read My Lips,FALSE,7.3,128
FALSE,"['Drama', 'Thriller']",49292,en,Animal Instincts,4.918,10/21/1992,Animal Instincts,FALSE,5.1,11
FALSE,"['Horror', 'Mystery', 'Thriller']",111440,en,The Pact,6.953,6/1/2012,The Pact,FALSE,5.6,282
FALSE,"['Comedy', 'Drama', 'Romance']",49022,en,Something Borrowed,5.959,5/5/2011,Something Borrowed,FALSE,6.1,619
FALSE,['Drama'],1944,en,The Door in the Floor,5.854,7/18/2004,The Door in the Floor,FALSE,6.1,97
FALSE,"['Drama', 'Comedy']",72525,en,Syrup,7.099,6/7/2013,Syrup,FALSE,5.7,116
FALSE,"['Drama', 'Comedy']",11593,en,Nobody's Fool,6.643,12/23/1994,Nobody's Fool,FALSE,7,121
FALSE,"['Family', 'Music', 'TV Movie', 'Comedy']",177888,en,Teen Beach Movie,6.875,7/19/2013,Teen Beach Movie,FALSE,6.5,478
FALSE,['Comedy'],4180,fr,3 hommes et un couffin,6.529,9/18/1985,Three Men and a Cradle,FALSE,6.3,107
FALSE,"['Action', 'Animation', 'Horror']",48624,ja,超神伝説 うろつき童子,7.222,3/11/1993,Urotsukidōji: Legend of the Overfiend,FALSE,6.3,40
FALSE,"['Adventure', 'Animation', 'Comedy', 'Family']",332210,en,Storks,8.921,9/23/2016,Storks,FALSE,6.6,1368
FALSE,['Drama'],542417,en,Skin,8.603,7/26/2019,Skin,FALSE,7,38
FALSE,"['Comedy', 'Romance']",62838,en,New Year's Eve,7.31,12/9/2011,New Year's Eve,FALSE,5.8,1359
FALSE,"['Drama', 'Crime']",468284,fr,L'Insulte,9.077,1/12/2018,The Insult,FALSE,7.6,233
FALSE,"['Action', 'Adventure', 'Comedy']",11616,it,Nati con la camicia,8.304,1/1/1983,Go for It,FALSE,7,231
FALSE,['Comedy'],30127,pt,A Mulher Invisível,5.595,6/5/2009,The Invisible Woman,FALSE,6,146
FALSE,"['Comedy', 'Drama', 'Romance']",18169,en,About Last Night...,7.131,7/2/1986,About Last Night...,FALSE,5.9,91
FALSE,['Comedy'],419700,en,Sandy Wexler,9.073,4/14/2017,Sandy Wexler,FALSE,5.2,231
FALSE,"['Drama', 'Western']",42252,en,The Missouri Breaks,6.613,5/19/1976,The Missouri Breaks,FALSE,6.4,72
FALSE,['Drama'],27094,en,Lenny,6.15,11/10/1974,Lenny,FALSE,7.4,93
FALSE,"['Action', 'Drama']",291549,ko,암살,7.281,7/22/2015,Assassination,FALSE,7.2,99
FALSE,"['Crime', 'Drama', 'Thriller']",17365,en,The Parallax View,5.717,6/14/1974,The Parallax View,FALSE,6.9,110
FALSE,"['Comedy', 'Horror']",24452,en,The Little Shop of Horrors,7.03,9/14/1960,The Little Shop of Horrors,FALSE,6.4,139
FALSE,"['Horror', 'Mystery']",92182,en,Silent House,5.808,1/21/2011,Silent House,FALSE,5.3,196
FALSE,"['Comedy', 'Horror']",66213,ta,இருட்டு அறையில் முரட்டு குத்து,6.129,5/4/2018,Iruttu Araiyil Murattu Kuthu,FALSE,4.9,5
FALSE,['Drama'],245913,en,Pelé: Birth of a Legend,6.779,5/6/2016,Pelé: Birth of a Legend,FALSE,7.3,473
FALSE,['Drama'],22094,en,Hard Times,6.854,10/8/1975,Hard Times,FALSE,6.5,83
FALSE,['Comedy'],121286,it,Buona giornata,5.799,3/30/2012,Buona giornata,FALSE,4.9,91
FALSE,"['Action', 'Adventure', 'Fantasy', 'Science Fiction', 'Thriller']",14164,en,Dragonball Evolution,7.087,4/8/2009,Dragonball Evolution,FALSE,2.5,1040
FALSE,['Documentary'],318224,en,Going Clear: Scientology and the Prison of Belief,5.964,1/25/2015,Going Clear: Scientology and the Prison of Belief,FALSE,7.7,488
FALSE,"['Action', 'Comedy', 'Romance']",10879,en,I Love Trouble,7.337,6/29/1994,I Love Trouble,FALSE,5.5,93
FALSE,"['Thriller', 'Crime', 'Drama']",1632,en,Mississippi Burning,9.358,12/8/1988,Mississippi Burning,FALSE,7.6,711
FALSE,"['Comedy', 'Drama']",3543,de,Out of Rosenheim,6.803,11/12/1987,Bagdad Cafe,FALSE,7.4,152
FALSE,"['Comedy', 'Crime', 'Drama', 'Horror']",10086,fr,C'est arrivé près de chez vous,6.158,10/9/1992,Man Bites Dog,FALSE,7.4,388
FALSE,"['Drama', 'War']",16328,en,Johnny Got His Gun,6.491,8/4/1971,Johnny Got His Gun,FALSE,7.4,139
FALSE,"['Drama', 'Fantasy', 'Horror']",409297,en,A Dark Song,7.772,4/28/2017,A Dark Song,FALSE,6.1,203
FALSE,"['Family', 'Animation', 'Action', 'Science Fiction']",251768,en,JLA Adventures: Trapped in Time,5.934,1/21/2014,JLA Adventures: Trapped in Time,FALSE,5.9,84
FALSE,"['Action', 'Adventure', 'Comedy', 'Music', 'Family']",10874,en,Muppet Treasure Island,7.839,2/16/1996,Muppet Treasure Island,FALSE,6.4,174
FALSE,"['Horror', 'Mystery', 'Thriller']",16342,en,The Children,6.682,12/5/2008,The Children,FALSE,6.2,181
FALSE,"['Comedy', 'Romance']",477510,en,Dog Days,9.004,8/24/2018,Dog Days,FALSE,6.9,109
FALSE,"['Drama', 'History']",549,en,Basquiat,5.592,8/9/1996,Basquiat,FALSE,6.7,153
FALSE,['Western'],14881,en,Joe Kidd,6.89,7/14/1972,Joe Kidd,FALSE,6.4,140
FALSE,"['Science Fiction', 'Thriller']",410199,en,ARQ,6.945,9/16/2016,ARQ,FALSE,6.1,613
FALSE,"['Horror', 'Thriller']",16028,en,They,6.604,11/27/2002,They,FALSE,4.8,120
FALSE,"['Animation', 'Adventure', 'Family']",140870,fr,Minuscule - La vallée des fourmis perdues,7.052,1/30/2014,Minuscule: Valley of the Lost Ants,FALSE,6.8,203
FALSE,"['Drama', 'Romance']",29987,it,La finestra di fronte,6.193,6/17/2004,Facing Windows,FALSE,7.1,125
FALSE,['Drama'],886,en,The Cincinnati Kid,6.891,10/15/1965,The Cincinnati Kid,FALSE,7.2,118
FALSE,['Drama'],285700,ru,Дурак,5.97,8/9/2014,The Fool,FALSE,8.3,93
FALSE,"['Comedy', 'Fantasy', 'Music']",11962,en,Joe’s Apartment,5.891,7/26/1996,Joe’s Apartment,FALSE,5.2,154
FALSE,"['Crime', 'Horror']",55890,en,Bereavement,7.069,7/16/2010,Bereavement,FALSE,5.2,75
FALSE,"['Action', 'Adventure', 'TV Movie']",511343,en,Tomb Invader,3.875,3/9/2018,Tomb Invader,FALSE,3.9,25
FALSE,['Drama'],6936,nl,Ben X,5.318,8/26/2007,Ben X,FALSE,6.9,154
FALSE,"['Action', 'Crime', 'Drama', 'Thriller']",2047,en,The Real McCoy,7.229,9/10/1993,The Real McCoy,FALSE,5.6,91
FALSE,"['Drama', 'Family']",444458,tl,Tatlong Bibe,9.41,3/1/2017,Tatlong Bibe,FALSE,0,0
FALSE,"['Horror', 'Thriller']",12662,en,Psycho III,8.538,7/2/1986,Psycho III,FALSE,5.5,158
FALSE,"['Mystery', 'Science Fiction', 'Horror', 'Adventure', 'Family']",31909,en,Invaders from Mars,5.498,1/1/1986,Invaders from Mars,FALSE,5.5,89
FALSE,"['Comedy', 'Romance']",20825,en,I Hate Valentine's Day,5.581,6/27/2009,I Hate Valentine's Day,FALSE,5.4,178
FALSE,"['Adventure', 'Animation', 'Comedy', 'Family']",276905,en,Norm of the North,9.299,1/15/2016,Norm of the North,FALSE,4.1,197
FALSE,"['Comedy', 'Drama']",10773,en,Mrs Henderson Presents,5.817,9/9/2005,Mrs Henderson Presents,FALSE,6.6,106
FALSE,"['Drama', 'Fantasy', 'Romance']",144,de,Der Himmel über Berlin,6.927,4/29/1988,Wings of Desire,FALSE,7.9,507
FALSE,"['Adventure', 'Comedy', 'Family']",459670,pt,Turma da Mônica: Laços,5.442,6/27/2019,Turma da Mônica: Laços,FALSE,8.3,73
FALSE,"['Documentary', 'Family']",59490,en,Cave of Forgotten Dreams,5.607,11/3/2010,Cave of Forgotten Dreams,FALSE,7.3,146
FALSE,"['Horror', 'Thriller']",11460,en,Red Eye,7.454,8/4/2005,Red Eye,FALSE,6.3,929
FALSE,"['Drama', 'Thriller']",11458,en,People I Know,5.606,11/21/2002,People I Know,FALSE,5.5,74
FALSE,['Comedy'],33365,it,Notte prima degli esami,7.242,2/17/2006,The Night Before the Exams,FALSE,6.5,654
FALSE,"['Drama', 'Horror', 'Thriller']",12483,en,Riding the Bullet,7.567,10/15/2004,Riding the Bullet,FALSE,5.1,79
FALSE,"['Comedy', 'Drama', 'Romance']",8217,en,Alice,7.664,12/25/1990,Alice,FALSE,6.5,129
FALSE,"['Adventure', 'Drama', 'Music', 'Romance']",19666,hi,लगान,6.503,6/15/2001,Lagaan: Once Upon a Time in India,FALSE,7.4,244
FALSE,"['Action', 'Drama', 'Crime']",85739,it,ACAB - All Cops Are Bastards,7.457,1/27/2012,ACAB - All Cops Are Bastards,FALSE,7,464
FALSE,"['Comedy', 'Crime']",9750,en,Balls of Fury,4.644,8/29/2007,Balls of Fury,FALSE,5,265
FALSE,"['Crime', 'Drama', 'Comedy']",14135,en,Bad Boy Bubby,5.839,9/1/1993,Bad Boy Bubby,FALSE,7.3,118
FALSE,"['Action', 'Thriller']",160704,ko,베를린,5.895,2/14/2013,The Berlin File,FALSE,6.8,92
FALSE,"['Thriller', 'Drama']",45202,ko,하녀,5.994,5/13/2010,The Housemaid,FALSE,6.5,122
FALSE,['Drama'],62321,el,Attenberg,5.157,3/9/2012,Attenberg,FALSE,6,54
FALSE,"['Crime', 'Drama', 'Comedy']",85889,en,Filth,8.66,5/30/2014,Filth,FALSE,6.9,993
FALSE,"['Mystery', 'Drama', 'Crime', 'Thriller']",13551,en,The Dead Girl,6.204,11/7/2006,The Dead Girl,FALSE,6.3,110
FALSE,"['Drama', 'Thriller']",127517,en,Disconnect,6.208,4/12/2013,Disconnect,FALSE,7.1,701
FALSE,"['Animation', 'Family']",28118,en,The Gruffalo,5.831,12/25/2009,The Gruffalo,FALSE,6.9,115
FALSE,['Horror'],3602,en,I'll Always Know What You Did Last Summer,7.116,8/22/2006,I'll Always Know What You Did Last Summer,FALSE,4,155
FALSE,['Drama'],1715,en,The Cider House Rules,6.552,12/17/1999,The Cider House Rules,FALSE,7,559
FALSE,"['Crime', 'Drama', 'Thriller']",31667,en,The Paradine Case,5.194,12/31/1947,The Paradine Case,FALSE,6.2,86
FALSE,"['Adventure', 'Comedy', 'Romance']",3716,de,Im Juli,5.107,11/3/2000,In July,FALSE,7.4,90
FALSE,"['Drama', 'Thriller']",252164,en,Pressure,6.375,6/12/2015,Pressure,FALSE,5.6,132
FALSE,"['Action', 'Comedy', 'Crime']",8348,en,Thunderbolt and Lightfoot,6.376,5/23/1974,Thunderbolt and Lightfoot,FALSE,6.8,202
FALSE,"['Comedy', 'Romance']",2984,en,A Countess from Hong Kong,6.07,1/5/1967,A Countess from Hong Kong,FALSE,6,65
FALSE,['Comedy'],468292,fr,Brutti e cattivi,6.744,10/19/2017,Affreux et méchants,FALSE,5.7,91
FALSE,['Western'],17538,en,Rooster Cogburn,6.761,10/17/1975,Rooster Cogburn,FALSE,6.5,84
FALSE,"['Comedy', 'Horror']",34312,en,Sleepaway Camp III: Teenage Wasteland,5.973,2/5/1989,Sleepaway Camp III: Teenage Wasteland,FALSE,5.3,80
FALSE,"['Comedy', 'Drama', 'Romance']",508101,en,Plus One,7.709,4/28/2019,Plus One,FALSE,7,39
FALSE,"['Action', 'Crime', 'Thriller']",70670,no,Hodejegerne,7.781,12/20/2011,Headhunters,FALSE,7.3,630
FALSE,"['Drama', 'Comedy', 'Romance']",51991,fr,Les émotifs anonymes,6.28,11/25/2011,Romantics Anonymous,FALSE,6.4,269
FALSE,"['Adventure', 'Animation', 'Family']",172391,en,Khumba,7.546,12/7/2013,Khumba,FALSE,5.7,135
FALSE,"['Horror', 'Science Fiction']",265016,en,Extraterrestrial,7.998,10/17/2014,Extraterrestrial,FALSE,5,255
FALSE,"['Drama', 'Comedy']",496328,hi,संजू,5.463,6/29/2018,Sanju,FALSE,7.7,82
FALSE,"['Action', 'Comedy', 'Crime']",15003,th,ช็อคโกแลต,6.854,9/20/2008,Chocolate,FALSE,7.1,153
FALSE,"['Crime', 'Drama', 'Romance']",13703,en,Less than Zero,5.876,11/6/1987,Less than Zero,FALSE,6.5,151
FALSE,['Comedy'],574861,fr,Chamboultout,8.044,4/3/2019,Chamboultout,FALSE,6.5,86
FALSE,"['Horror', 'Thriller']",97795,en,Emergo,7.981,5/31/2012,Apartment 143,FALSE,5,144
FALSE,"['Animation', 'Family', 'Action']",513736,en,LEGO DC Super Heroes - Aquaman: Rage Of Atlantis,6.105,7/22/2018,LEGO DC Super Heroes - Aquaman: Rage Of Atlantis,FALSE,6,27
FALSE,"['Action', 'Comedy', 'Horror']",16205,en,Jack Brooks: Monster Slayer,6.653,10/9/2007,Jack Brooks: Monster Slayer,FALSE,5.7,92
FALSE,['Drama'],80136,de,Pingpong,6.947,7/1/2006,Pingpong,FALSE,7.1,6
FALSE,"['Romance', 'Thriller', 'Western', 'Drama']",223485,en,Slow West,6.287,4/16/2015,Slow West,FALSE,6.7,557
FALSE,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'TV Movie']",331446,en,Sharknado 3: Oh Hell No!,6.662,7/22/2015,Sharknado 3: Oh Hell No!,FALSE,4.4,263
FALSE,"['Action', 'Fantasy', 'Science Fiction', 'Thriller']",16911,ru,Obitaemyy Ostrov,4.876,12/18/2008,The Inhabited Island,FALSE,5.4,51
FALSE,"['Comedy', 'Drama', 'Family']",20755,en,Air Bud 3: World Pup,5.736,12/12/2000,Air Bud 3: World Pup,FALSE,4.7,72
FALSE,"['Drama', 'Action']",360814,hi,दंगल,10.294,12/21/2016,Dangal,FALSE,8.1,379
FALSE,"['Mystery', 'Thriller', 'Drama']",8066,en,Stay,8.527,10/21/2005,Stay,FALSE,6.6,639
FALSE,"['Romance', 'Drama']",14202,en,The Painted Veil,6.677,12/20/2006,The Painted Veil,FALSE,7.3,593
FALSE,['Drama'],244268,en,Love Is Strange,7.733,8/22/2014,Love Is Strange,FALSE,6.5,159
FALSE,"['Comedy', 'Drama', 'Fantasy']",135718,hi,ओएमजी - ओ माय गॉड!,5.69,9/28/2012,OMG: Oh My God!,FALSE,7.5,89
FALSE,"['Drama', 'Romance']",10236,en,The Way We Were,6.55,10/17/1973,The Way We Were,FALSE,7.1,200
FALSE,"['Thriller', 'Drama']",186929,nl,Borgman,4.269,5/9/2014,Borgman,FALSE,6.7,158
